DateTime,Temperature,Humidity,Wind Speed,Zone 1 Power Consumption,Zone 2  Power Consumption,Zone 3  Power Consumption
8/12/2017 3:40,27.120,32.78,4.905,28723.28524,20269.5,20752.9
8/24/2017 1:00,21.330,75.20,4.911,32156.27081,21945.9,22540.4
10/7/2017 4:20,17.220,62.59,4.921,26361.13786,15427,12214.5
11/20/2017 10:30,20.530,47.50,0.079,29421.53846,23920.7,9351.33
12/30/2017 8:30,10.950,47.63,0.078,21937.64259,18815.6,7398.8
3/19/2017 12:30,12.730,74.10,0.081,32795.23404,17517.1,16751.6
3/18/2017 22:10,11.880,85.70,0.072,39572.42553,22972,23945.8
3/27/2017 22:50,18.430,71.00,0.081,33358.97872,17989,22000.6
5/9/2017 9:40,18.940,81.50,0.071,29146.22951,21287.9,14936.4
8/24/2017 17:00,26.640,53.55,4.907,37782.01998,24569,22877.5
3/13/2017 4:50,8.700,87.20,0.089,23321.87234,13591.5,15044.5
5/3/2017 13:30,28.720,26.19,0.075,31248.78689,22662.5,17431.6
10/28/2017 3:50,13.870,86.50,4.915,22989.58425,17626.6,10282.8
2/7/2017 18:00,9.890,73.20,0.077,38666.44068,23409.1,23317.9
1/25/2017 1:50,5.593,73.40,0.087,23550.37975,14341.6,15452.5
2/3/2017 20:50,14.100,63.55,0.083,41058.30508,24583.6,25390.3
10/18/2017 20:20,18.470,91.10,0.079,44655.75492,28508.7,19392.6
1/4/2017 12:40,13.660,65.01,0.087,34256.20253,22030.4,16736.4
4/14/2017 6:40,15.810,83.70,0.083,22097.56728,12926.3,11112.7
11/13/2017 20:10,19.600,67.65,0.073,38153.84615,31805,20483.9
12/14/2017 10:10,12.400,67.54,0.087,30387.83270,21728.1,9334.93
8/16/2017 22:00,22.790,62.78,0.070,48349.47836,32449.4,35757.7
7/10/2017 9:40,28.010,31.89,4.915,33902.99003,23962,23901.6
8/1/2017 9:30,26.600,73.10,4.910,36369.18979,25496.5,22721
11/24/2017 1:10,8.340,77.90,4.916,23827.69231,19156.6,10502.2
4/10/2017 8:00,14.410,85.70,0.072,25978.90205,16097.4,12904.7
5/18/2017 14:30,27.980,35.70,4.918,35151.73770,23238.4,18002.9
2/22/2017 2:30,13.840,71.40,0.083,22905.76271,11799.4,13679.3
6/11/2017 21:40,20.320,64.15,0.081,42875.76159,25286.1,27323.1
9/7/2017 4:40,22.170,89.60,0.329,27729.55752,16694,14032.3
2/18/2017 2:20,10.400,90.60,0.071,23467.11864,13203.6,14455
11/16/2017 15:30,22.270,51.00,0.077,32486.15385,23950.4,17459.3
2/23/2017 10:40,16.710,56.34,0.084,35402.03390,18700.3,14848.6
9/9/2017 8:20,21.280,84.50,0.283,27697.69912,16881.1,12208.4
2/5/2017 5:10,7.290,61.94,0.088,21648.81356,12813.4,14373.9
4/10/2017 6:10,14.320,85.70,0.069,21024.93003,12167.4,11287.3
10/25/2017 21:10,20.750,70.90,0.082,37893.74179,30902.5,18704
2/12/2017 13:30,12.960,85.80,0.070,33498.30508,18725.8,18345.2
8/8/2017 15:40,28.800,75.80,4.907,38971.09878,29822.6,29413.9
2/20/2017 11:40,13.980,69.28,0.072,36103.72881,22570.2,16811.1
8/1/2017 23:40,26.180,84.50,4.914,38670.63263,27484.7,31189.5
5/3/2017 15:50,26.100,31.29,0.079,31538.36066,21302.8,16481.3
11/30/2017 13:10,18.660,62.86,0.076,32898.46154,28178.9,9172.05
11/2/2017 12:50,21.640,51.43,0.084,32030.76923,24887.6,12566.7
1/16/2017 23:00,11.180,65.55,0.087,34231.89873,21552.6,20830.8
8/8/2017 19:00,28.090,78.20,4.902,42615.04994,29503.3,33554.9
3/11/2017 23:10,13.770,81.10,0.082,35013.44681,21106.1,22465.2
9/24/2017 12:20,23.880,65.26,4.926,34451.68142,19167.6,14685.4
7/14/2017 10:30,26.560,69.80,4.911,35650.76412,26643,26859.9
4/8/2017 19:20,14.420,89.90,0.069,42824.88698,21684.3,28509.1
7/28/2017 14:40,35.980,29.84,4.907,41512.82392,29954.4,32553.6
9/28/2017 10:10,21.620,77.70,4.915,36044.60177,24444.1,10825.7
1/4/2017 5:00,6.003,86.30,0.085,19746.83544,13524.6,13827.5
12/6/2017 22:30,9.860,69.39,0.085,33648.66920,28525.3,14613.2
5/13/2017 15:20,32.990,14.01,3.970,29788.32787,20403.7,17530.7
8/11/2017 1:10,27.960,33.64,4.907,32801.95339,23911.3,26127.6
4/12/2017 23:40,15.390,89.50,0.071,31397.89020,17739.7,21009.5
6/9/2017 16:20,25.510,51.27,0.072,35958.67550,20600.8,18089.4
1/1/2017 6:40,4.408,76.70,0.082,21466.32911,13539.2,14319
2/19/2017 12:40,13.750,70.40,0.074,30172.88136,20276,19288.8
6/6/2017 23:00,20.470,89.10,0.066,43371.65563,26910.2,25491.7
8/11/2017 23:30,27.350,35.41,4.910,39508.10211,28359,31364
12/24/2017 22:50,10.950,82.40,0.086,32340.68441,26518.6,13529.9
1/31/2017 10:40,15.470,68.49,4.914,32779.74684,20126.4,15735.9
8/5/2017 0:40,25.020,85.60,4.910,35806.61487,25891.9,28011.5
9/1/2017 12:40,27.560,45.12,4.924,27379.11504,15436.6,13761.6
7/3/2017 14:00,26.590,70.20,4.922,37385.78073,25177.2,25112.6
12/23/2017 5:50,8.890,85.90,0.085,22460.83650,18274.3,10170.5
2/24/2017 0:40,15.840,54.61,0.082,27512.54237,16778.1,16706.9
6/8/2017 13:20,24.460,58.32,0.070,35335.62914,22180,17829.4
3/8/2017 8:10,11.400,79.40,0.076,25699.40426,15932.9,11223.9
1/14/2017 18:50,16.370,68.79,0.077,42167.08861,25645,25677.1
7/18/2017 18:20,34.560,25.11,4.924,38527.57475,26145.6,32222.3
2/22/2017 6:00,14.040,62.57,0.082,25181.69492,12601.8,13760.3
3/10/2017 8:50,10.910,88.40,0.088,27145.53191,17367.1,12391
9/24/2017 7:20,20.410,76.90,4.919,22600.35398,11986.3,9590.19
3/4/2017 5:30,14.470,85.60,4.909,24185.87234,13331.7,14603.2
5/29/2017 15:00,27.250,50.17,0.068,35642.75410,21926.9,18154.5
8/11/2017 23:50,26.670,41.58,4.908,37328.12431,27747,30413
2/22/2017 17:20,17.530,47.63,0.082,33571.52542,22121.6,17222.1
6/18/2017 23:30,20.980,81.90,0.064,42774.03974,25731.4,27145.8
1/26/2017 16:20,18.660,44.41,0.085,35817.72152,22205.5,16759.5
10/23/2017 23:00,20.060,78.00,4.913,32795.44858,20576.8,14391.2
10/5/2017 2:00,23.470,61.55,4.921,27022.84464,16218.7,12949.8
4/13/2017 9:50,15.740,87.10,0.071,31664.49946,17879,18042.2
1/9/2017 2:00,14.970,68.97,0.072,22086.07595,13404.3,14880
1/3/2017 23:30,8.490,84.50,0.077,30063.79747,20250.5,19575.9
10/13/2017 9:10,21.580,52.96,0.087,33646.21444,20838.2,10743.8
12/30/2017 18:30,10.510,59.35,0.077,38010.64639,32737.6,16716.4
12/25/2017 12:10,12.220,71.70,0.086,32657.03422,26433.9,9842.02
6/17/2017 8:00,20.550,82.00,0.066,24680.26490,13887.3,13363.2
1/27/2017 3:50,8.070,86.10,0.089,22037.46835,14235.9,14122.4
3/4/2017 21:30,13.430,59.45,4.921,40779.57447,23337.8,23928.4
8/24/2017 12:30,28.870,40.51,4.905,41176.64817,26994.3,23684
7/28/2017 17:20,34.800,25.51,4.908,39210.09967,28496.2,27486.5
11/17/2017 9:30,11.700,75.70,0.082,27027.69231,21057,14590.8
2/14/2017 22:00,15.250,64.02,0.082,35884.06780,27559.9,24290.4
3/31/2017 13:20,22.580,48.35,0.076,33493.78723,21029.3,15985.2
11/10/2017 23:00,17.240,77.00,0.076,31027.69231,25471.5,14862.7
9/29/2017 16:40,24.580,56.15,4.919,34349.73451,20746.8,12849.7
12/24/2017 16:10,17.800,57.14,0.083,27169.58175,21765,9939.98
12/3/2017 1:40,14.090,71.20,0.081,22971.86312,17482.7,10913.8
3/20/2017 15:50,15.150,65.51,0.079,33506.04255,20904.9,15816.8
9/25/2017 5:50,18.530,85.30,4.918,24938.76106,15960.5,10143.2
6/23/2017 15:20,28.580,35.29,4.922,38400.00000,23111.9,19979.8
11/25/2017 9:50,18.210,52.15,0.078,27944.61538,22752.9,9033.25
7/10/2017 5:10,20.520,67.37,4.910,23996.81063,15182.3,17093.2
11/17/2017 5:30,12.350,75.80,0.083,23483.07692,18543,12393.3
1/29/2017 4:40,11.600,71.70,4.922,21059.24051,12207.9,14162.9
3/17/2017 8:40,10.610,89.30,0.067,27304.85106,16474.4,11612.9
9/28/2017 20:30,20.920,78.70,4.917,46526.01770,31655.3,16809.3
8/5/2017 14:10,29.540,61.12,4.904,40735.53829,28157.6,27692.5
8/27/2017 14:20,27.530,64.45,4.920,37404.83907,23337.3,21378.8
12/27/2017 17:50,15.490,60.48,0.095,40590.11407,34685.5,16341.9
12/23/2017 14:10,16.490,68.56,0.074,30941.44487,25487.6,10274.2
6/22/2017 3:10,19.270,57.47,4.917,38234.70199,22962.2,23158.2
2/15/2017 2:40,15.530,62.45,0.084,22795.93220,13696,14373.9
11/26/2017 15:20,21.370,41.51,4.918,29175.38462,22143,10756.6
5/25/2017 5:40,14.080,89.00,4.916,20509.37705,12479.3,10243.2
9/27/2017 21:10,22.430,77.90,4.918,44971.32743,26524.7,19456.9
11/8/2017 6:20,18.970,80.20,0.068,21261.53846,16497.5,8836.63
11/12/2017 14:40,20.750,64.81,0.071,28289.23077,20785.5,17760
9/12/2017 0:40,21.140,60.22,0.272,30087.07965,17850.3,14673.6
8/12/2017 16:50,31.260,14.04,4.905,37097.98002,25880.5,28077.7
12/12/2017 16:50,20.180,27.47,0.085,32285.93156,26691.6,10014.9
5/3/2017 7:20,18.900,54.41,0.080,24815.21311,16870.6,11420.9
1/8/2017 3:40,13.790,74.50,0.083,20694.68354,13127.1,14330.6
3/19/2017 1:30,10.410,87.90,0.074,25368.51064,14432.9,15567.1
1/13/2017 10:40,15.290,82.90,0.075,32299.74684,21636.5,13376.4
6/15/2017 11:40,25.570,33.60,0.081,35233.90728,19818.7,16878.3
6/17/2017 8:40,21.250,75.90,0.068,26078.94040,14542.2,14320.2
12/25/2017 19:40,11.410,70.60,0.090,39482.88973,33632.4,16146
11/6/2017 16:40,21.210,65.88,0.075,29372.30769,23098.8,11294.5
4/22/2017 11:50,17.330,76.80,0.071,36649.47255,20569.9,19636.4
1/13/2017 10:50,15.350,82.00,0.069,32901.26582,21964.7,13515.2
1/22/2017 2:10,13.140,65.28,0.080,22924.55696,14301.5,15446.7
11/13/2017 16:00,20.450,59.34,0.072,30344.61538,25557,17690.6
4/30/2017 4:20,13.820,81.50,0.080,22928.39612,13479.8,14795.6
10/7/2017 16:30,24.950,40.58,4.923,34125.16411,20935.3,13515.9
6/24/2017 18:20,23.560,75.40,4.920,39607.94702,21266.9,24469.7
12/14/2017 17:30,13.960,68.18,0.081,40133.84030,34317.3,14970.5
10/12/2017 23:10,20.380,62.79,0.095,33891.99125,21222.8,15132.4
3/14/2017 11:00,15.600,76.30,0.073,32881.02128,20257.3,15828.4
6/5/2017 12:00,23.510,67.80,0.069,34992.31788,19766.3,17197.3
7/5/2017 4:50,24.020,85.80,4.913,23875.61462,16089.9,18316.3
6/27/2017 14:50,27.180,53.80,4.922,31133.24503,18699.8,22567.4
9/12/2017 20:10,22.210,55.22,0.268,47551.85841,28066.5,21604.4
7/1/2017 21:20,27.160,48.37,4.923,44868.03987,28230.4,35349.3
9/23/2017 11:00,24.110,60.82,4.924,36433.27434,21184.6,14338.2
2/2/2017 2:20,8.990,63.30,4.917,23961.35593,14122.8,14889.2
4/11/2017 11:10,16.460,76.50,0.073,34727.40581,20009,17902.5
4/5/2017 13:50,16.520,74.30,0.071,34510.39828,20507.5,18996.4
1/18/2017 19:20,14.430,56.99,0.084,45053.16456,29631.6,27626
11/28/2017 0:20,12.150,83.60,0.072,25907.69231,20744.6,10918.6
3/2/2017 8:40,13.710,85.70,0.084,26734.97872,16814.6,12042.6
8/18/2017 20:00,26.080,62.28,0.068,50126.70366,33593.7,40308
8/3/2017 23:20,26.700,63.99,4.905,41036.00444,30301.6,31905.7
8/14/2017 7:30,21.010,41.65,4.910,26185.30522,19851.3,15233.6
8/29/2017 15:30,27.190,79.20,4.927,37072.40844,22979.9,17881.9
3/13/2017 5:50,9.640,87.40,0.087,23248.34043,13613.4,14794.8
7/16/2017 16:10,27.870,72.30,4.917,34662.05980,22010.1,30005
8/21/2017 19:20,25.830,54.65,4.929,48701.08768,32069.3,35787.8
2/3/2017 10:10,13.630,68.93,4.910,30691.52542,18842.6,14680.8
4/5/2017 14:40,16.250,73.80,0.072,33481.16254,20258.2,18618.2
5/13/2017 19:50,29.290,27.75,0.075,44657.31148,24876.8,26059.9
12/27/2017 10:20,15.250,58.11,0.079,30880.60837,24633.3,9588.48
4/2/2017 8:10,14.580,91.00,0.070,23089.60172,10778,12677.8
6/25/2017 22:20,21.840,84.20,4.916,48089.00662,28017.9,33224.9
11/11/2017 19:50,18.430,74.80,0.072,37015.38462,29967.8,17031.3
9/27/2017 17:30,22.990,75.90,4.920,38344.77876,23242.8,15144.3
10/25/2017 19:20,21.870,65.33,0.083,41662.31947,34020.7,19649.4
4/4/2017 7:40,14.090,90.50,0.070,25978.90205,16222,12858.2
9/23/2017 6:50,18.380,73.40,4.916,23957.52212,13281.1,9519.59
8/15/2017 8:30,22.370,53.52,4.906,32693.27414,23246,17280
7/10/2017 19:50,33.110,23.48,4.916,46902.85714,30239.2,38867.9
12/18/2017 6:50,8.960,92.70,0.082,22643.34601,18635.2,8343.82
5/2/2017 22:50,21.520,49.93,0.079,36259.67213,22305.9,21833.2
5/1/2017 13:50,24.950,41.57,0.072,31538.36066,19326.3,18008.7
8/31/2017 14:10,31.160,38.91,4.934,34918.00222,20246.7,16636
3/20/2017 16:30,15.160,63.61,0.081,32476.59574,20315.9,15625.2
7/19/2017 21:00,28.250,52.58,4.910,49907.24252,31131.6,43332.6
11/20/2017 6:30,14.690,55.07,0.082,21864.61538,16824.8,9837.11
8/19/2017 18:20,26.230,80.70,4.918,38018.55716,25291.2,29498.2
4/15/2017 10:50,20.290,51.40,0.089,33468.76211,19591,18286.5
10/22/2017 6:10,16.860,90.00,4.914,23033.69803,13208.7,9197.33
7/9/2017 8:30,23.030,74.10,4.910,25648.90365,15858.2,19738.2
1/30/2017 5:10,16.690,62.82,4.920,22104.30380,13294.8,14469.4
8/1/2017 7:20,24.270,76.80,4.911,29081.28746,19338.1,18658.3
5/3/2017 23:20,20.950,67.25,0.079,32256.00000,20244,19880.2
5/16/2017 14:30,21.400,67.47,4.923,35252.45902,22703.4,17670.6
10/7/2017 8:50,17.300,64.93,4.923,30690.59081,19083,11204.9
9/20/2017 22:40,25.140,54.05,4.924,37395.39823,22011.6,16544.6
7/2/2017 22:30,24.460,82.90,4.919,42724.78405,27064.6,32866.9
8/23/2017 23:00,22.340,71.20,4.905,41592.18646,28400.8,29377.8
7/26/2017 7:20,22.200,57.63,4.904,28978.60465,19632.9,21334.9
10/18/2017 10:50,19.470,87.40,0.073,31932.07877,23963.9,11677.6
2/24/2017 19:10,13.050,55.01,0.083,43633.22034,25641.3,24695.6
10/15/2017 23:40,18.380,84.10,0.172,31037.19912,19262.2,13597.6
10/7/2017 12:20,23.690,38.52,4.924,36866.52079,22716.6,13854.3
6/28/2017 2:30,22.070,75.00,4.918,28501.19205,17479.8,20936.9
6/26/2017 22:10,22.760,84.20,4.919,38406.35762,22269.9,29721.6
10/26/2017 22:30,18.220,70.10,0.081,29789.40919,25745.2,16112.8
2/3/2017 16:20,13.950,64.85,0.081,31527.45763,19123.4,14721.3
11/2/2017 20:00,19.140,66.01,0.083,38990.76923,32723.6,17407.2
9/28/2017 6:50,19.850,84.70,4.911,26168.49558,18430.4,8019.28
5/27/2017 6:30,18.740,90.30,4.914,22221.63934,12564.7,9893.44
5/14/2017 20:50,21.790,46.03,4.922,44544.00000,24824.8,26298.9
8/24/2017 0:20,21.450,74.40,4.912,35288.79023,23687,24653
2/23/2017 6:50,14.970,56.71,0.080,22442.03390,12036.5,12897.8
5/25/2017 8:30,17.300,87.50,4.918,28869.24590,18583.3,12977.5
12/15/2017 8:00,15.240,64.65,0.081,22886.69202,18716.2,6978.15
8/28/2017 2:00,24.520,88.70,4.918,29822.86349,18460,18574
1/13/2017 15:40,16.580,71.60,0.073,32658.22785,20538.6,15452.5
2/19/2017 17:30,13.830,68.78,0.077,34126.77966,20214,19595.6
1/12/2017 14:20,16.930,73.00,0.074,35052.15190,20447.4,16649.6
5/8/2017 15:10,23.920,50.65,0.073,35088.78689,21154.2,17898
6/23/2017 0:10,20.110,69.65,4.917,43257.21854,26356.3,27275.8
10/25/2017 1:30,18.740,85.10,4.915,25541.88184,16405.4,11175.7
10/13/2017 2:20,18.030,66.89,0.114,26966.12691,16394.2,11881.8
1/31/2017 21:30,12.550,69.59,4.923,41401.51899,25265.7,25573
3/12/2017 22:20,13.630,74.70,0.087,38518.46809,22964.6,23254.8
2/3/2017 12:40,14.380,65.87,4.916,31759.32203,19973.3,15566.5
3/16/2017 3:20,10.000,82.10,0.071,23052.25532,13423.2,14011
2/20/2017 8:30,13.700,69.41,0.071,25999.32203,17135.6,12266.8
7/20/2017 11:10,29.650,49.62,4.911,40371.02990,27968.4,29703.8
7/10/2017 4:50,20.680,67.37,4.910,24736.74419,16465.8,19997.3
6/12/2017 5:30,17.420,72.30,0.076,22544.10596,13846.2,11756.3
7/19/2017 7:20,22.520,50.76,4.912,28130.23256,19344.3,20328.7
3/7/2017 5:10,7.900,87.30,0.084,24081.70213,14326.8,14620.6
9/28/2017 20:50,20.690,79.40,4.923,45563.89381,30753.4,16626.9
1/18/2017 2:30,11.760,56.99,0.090,22918.48101,13885.7,13995.2
10/17/2017 20:30,20.370,78.30,0.081,45077.98687,28064.3,19357.6
12/28/2017 3:10,14.130,83.50,0.079,21329.27757,16926.7,9478.99
11/17/2017 18:40,18.250,72.30,0.072,38344.61538,31619,21808.2
8/30/2017 23:00,22.060,75.80,4.920,39859.71143,23569.2,21047.8
2/27/2017 5:30,15.170,57.28,0.079,24406.77966,14629.8,14906.5
10/26/2017 8:10,21.220,57.94,0.085,27085.86433,21122,9979.33
8/7/2017 7:20,26.400,63.39,4.905,28052.03108,21094.4,17912
1/12/2017 4:00,9.210,76.70,0.081,22067.84810,13750.8,14012.5
8/22/2017 15:40,26.030,41.98,4.927,39188.45727,26644.6,24279.9
1/16/2017 8:20,11.720,82.80,0.085,24826.32911,16154.4,11629.9
10/21/2017 11:20,22.260,71.40,4.917,35877.11160,23228.2,12249.5
12/10/2017 4:30,6.817,87.00,0.090,21262.35741,15807.3,9352.22
10/7/2017 16:40,25.320,36.08,4.918,34364.63895,21047.3,13381.6
1/28/2017 8:40,11.830,49.45,0.087,24789.87342,15297.3,11722.4
12/6/2017 4:00,7.200,78.80,0.085,21225.85551,16867.8,9709.48
1/26/2017 16:10,18.770,42.44,0.086,35325.56962,22263.8,16580.2
4/19/2017 15:20,19.470,58.74,0.071,33915.17761,20764.2,17960.7
5/15/2017 3:20,14.790,71.10,0.072,25293.63934,15187.6,15262.8
11/7/2017 15:10,21.570,64.38,0.073,30824.61538,25687.2,10907
7/22/2017 15:20,31.840,54.19,4.910,37653.68771,25720.3,31625.8
8/10/2017 8:20,26.350,61.12,4.901,29950.72142,24382.7,21691.8
8/14/2017 8:30,22.050,43.39,4.909,29611.89789,20782.7,20415.8
5/13/2017 17:30,33.730,22.08,0.639,31752.39344,17892.3,17052.6
11/11/2017 16:20,20.870,62.31,0.074,29175.38462,23876,11635.7
6/5/2017 9:30,21.970,77.30,0.069,28990.72848,17820.4,13469.5
7/27/2017 11:00,34.940,24.01,4.906,41442.65781,30057,31167.9
2/18/2017 0:30,10.310,82.90,0.075,28360.67797,16566.6,16851.6
12/17/2017 20:00,14.970,78.30,0.082,37974.14449,31485.7,15731.1
2/7/2017 13:50,10.730,65.84,0.079,33418.98305,20772,16405.9
1/11/2017 6:10,8.870,81.10,0.084,24473.92405,14403.6,14452
4/13/2017 10:20,15.860,86.40,0.077,33350.95802,18289.6,18688
3/13/2017 8:40,9.140,87.70,0.084,26937.19149,16320.7,12727.7
2/18/2017 4:00,9.880,86.90,0.076,22710.50847,12368.4,13650.3
4/14/2017 0:30,16.020,85.00,0.067,28539.59096,16016.7,19322.2
9/6/2017 17:50,25.070,75.30,0.321,32278.93805,20675.7,16750.5
2/7/2017 7:10,6.243,63.37,0.081,21111.86441,13258.4,11022.2
7/3/2017 11:40,25.840,74.30,4.921,37207.17608,24413.9,23576.2
7/27/2017 1:50,25.470,46.35,4.908,32040.39867,22374.7,27938.4
2/2/2017 11:40,12.810,56.76,4.918,34791.86441,21176.9,16845.8
9/27/2017 7:20,19.640,88.90,4.912,27646.72566,17214.1,9631.38
5/30/2017 7:50,19.310,91.40,4.917,23480.65574,15113.3,10610.5
6/11/2017 18:20,23.850,45.87,0.080,35856.95364,21817,21628.1
11/22/2017 8:00,9.520,74.80,4.924,22849.23077,19885.5,7390.84
11/5/2017 5:00,15.170,87.10,0.072,22615.38462,16720.7,10305.5
6/18/2017 4:50,19.940,85.20,0.066,25214.30464,13958.4,15572.7
1/5/2017 22:00,10.580,81.60,0.082,38321.01266,24977.5,24532
12/11/2017 7:10,5.514,93.00,0.081,23780.98859,16514.3,7681.15
10/25/2017 15:00,21.340,81.20,0.081,31295.57987,26637.8,12529.6
4/21/2017 21:50,14.720,84.40,0.071,39464.37029,21684.3,26141.1
3/25/2017 12:00,15.550,55.59,0.085,34118.80851,20089,16443.9
6/27/2017 0:40,20.550,88.30,4.920,32023.31126,19661.5,24818.2
2/19/2017 14:40,13.780,69.62,0.076,34248.81356,20801.2,19375.6
8/3/2017 20:40,29.050,50.88,4.907,49442.66371,36201.5,37960.6
8/25/2017 0:00,23.440,63.68,4.904,35819.40067,23759.2,25802.6
2/27/2017 18:50,15.720,58.01,0.082,43498.98305,26531.3,25234
12/2/2017 19:40,15.930,60.71,0.083,37268.44106,29887.7,16336.1
2/7/2017 16:40,10.360,77.60,0.083,31643.38983,19262,15595.4
5/5/2017 23:10,17.240,58.82,4.919,35000.65574,21919.5,21314.3
12/22/2017 22:30,12.270,78.80,0.077,34293.53612,28819.9,14538.3
10/29/2017 11:30,20.670,70.60,4.925,29600.35011,21349.8,11204.9
4/1/2017 4:20,16.600,83.50,0.065,24242.84177,13340.5,14528
8/9/2017 5:50,25.870,87.80,4.910,22873.78468,16791.1,16551.7
3/21/2017 1:30,11.700,83.20,0.082,24669.95745,14959.8,14835.5
3/4/2017 23:30,13.450,61.75,4.917,33524.42553,19737.8,20514.2
4/27/2017 8:00,12.330,76.60,0.087,26276.51238,17090.8,13114.2
3/18/2017 18:40,12.970,81.70,0.083,40418.04255,22803.7,24201.3
6/16/2017 13:40,24.110,56.32,0.070,36238.41060,23688.1,18160.2
12/5/2017 11:00,11.790,78.00,0.086,31507.22433,24364.5,9092.92
11/7/2017 19:50,20.470,72.80,0.072,39003.07692,32414.9,17418.8
2/17/2017 19:50,10.630,81.20,0.073,42449.49153,25185.4,24736.2
8/6/2017 3:10,27.740,72.80,4.906,31024.72808,21318.7,21908.5
8/24/2017 14:50,27.110,51.28,4.906,39699.88901,25523.1,23274.7
12/25/2017 18:40,12.540,66.19,0.076,40401.52091,34052.2,16578.2
4/5/2017 23:20,15.550,71.90,0.074,31298.68676,17259.5,22062.5
11/4/2017 8:10,13.640,86.40,0.081,23606.15385,18401.7,8582.17
8/6/2017 1:00,25.810,88.80,4.907,35634.00666,25268.4,27975.4
8/17/2017 23:30,23.100,64.48,0.068,40575.71587,28450.3,31291.8
6/6/2017 10:50,22.810,77.00,0.068,29423.04636,21959.3,15560.9
12/18/2017 16:40,17.790,68.26,0.076,31884.41065,25955.2,9657.62
7/3/2017 23:40,24.320,86.60,4.919,37436.81063,24649.4,29938.7
12/22/2017 7:30,13.670,80.20,0.079,22479.08745,17604.2,6914.77
7/4/2017 1:50,24.160,86.70,4.915,29246.51163,19708.9,23136.4
11/25/2017 22:30,14.740,69.56,4.919,33575.38462,27119,14683.4
9/6/2017 15:20,26.850,61.85,0.325,32259.82301,21330.6,16173.9
12/13/2017 3:20,13.520,55.04,0.080,20696.57795,15689.5,9588.48
8/22/2017 2:50,23.330,56.55,4.923,28742.46393,18536,19001.4
12/8/2017 11:40,15.000,54.92,0.085,31397.71863,26076.7,9588.48
1/28/2017 22:10,13.430,66.96,4.914,38788.86076,23664.4,24543.6
6/22/2017 12:00,27.620,33.89,4.916,35793.37748,22995.8,18337.5
1/4/2017 18:30,13.220,75.60,0.083,43133.16456,27311.9,25555.7
1/19/2017 13:20,11.230,66.01,0.089,35714.43038,22953.2,17950.8
2/27/2017 23:40,13.840,66.49,0.083,30886.77966,19032.2,18733
10/13/2017 8:30,20.180,55.86,0.090,32045.51422,19206.2,9436.6
7/18/2017 22:50,27.390,37.98,4.921,44804.25249,29088.6,38777.6
8/20/2017 17:30,26.590,77.90,4.925,35122.57492,22333.7,26819.8
8/14/2017 5:30,19.610,44.05,4.909,24280.22198,15806.5,16244.8
12/27/2017 2:30,14.840,58.85,0.078,21450.95057,17493.7,9611.52
